file_name,freq_mean,freq_stdev_hz,freq_stdev_cent,int_mean,int_stdev,on/off
2_10_eng_aligned_eng0151.1,3.6666666666666665,11.0,2400.0,61.44444444444444,2.0069324297987157,on
2_10_eng_aligned_eng0152.2,294.3333333333333,2.309401076758503,13.530612648395085,64.0,2.6457513110645907,on
2_10_eng_aligned_eng0156.1,301.0,36.864617182333525,200.01814250569194,64.0,3.605551275463989,on
2_10_eng_aligned_eng0157.1,361.6666666666667,75.04887296511076,326.43987666738184,61.333333333333336,1.5275252316519465,on
2_10_eng_aligned_eng0158.1,69.2,61.276785526367526,1097.9390422378603,61.5,1.35400640077266,on
2_10_eng_aligned_eng0160.1,130.6,30.59084830468093,364.33792744296477,57.2,4.711687595755898,on
2_10_eng_aligned_eng0161.2,111.5,10.14889156509222,150.81535764811025,58.0,3.559026084010437,on
2_10_eng_aligned_eng0163.2,132.33333333333334,3.0550504633038935,39.512946743492414,59.333333333333336,3.7859388972001824,on
2_10_eng_aligned_eng0165.1,193.5,7.7781745930520225,68.22861253120055,58.5,0.7071067811865476,on
2_10_eng_aligned_eng0166.2,144.2,7.8230428862431785,91.46262252485053,58.2,2.7748873851023217,on
2_10_eng_aligned_eng0168.1,169.2,10.47377677822093,103.98035489427834,58.4,5.458937625582473,on
2_10_eng_aligned_eng0169.1,97.875,61.19159022517485,840.7422497882571,57.625,4.172614801981401,on
2_10_eng_aligned_eng0171.1,212.0,100.204235882965,670.1110159984437,59.5,3.9510898637098992,on
2_10_eng_aligned_eng0172.2,88.0,76.21679604916491,1080.0315171066607,58.0,2.6457513110645907,on
2_10_eng_aligned_eng0173.1,93.33333333333333,71.61936423435587,985.90565385634,60.333333333333336,4.932882862316247,on
2_10_eng_aligned_eng0174.1,119.55555555555556,124.3102078583162,1234.087271336547,59.888888888888886,5.158595846847387,on
2_10_eng_aligned_eng0177.2,99.0,0,0,60.0,0,on
2_10_eng_aligned_eng0179.1,239.66666666666666,15.279616051022574,106.99683929535453,61.666666666666664,6.153589738247641,on
2_10_eng_aligned_eng0180.2,200.5,21.980510848086702,180.09207091388717,58.875,2.850438562747845,on
2_10_eng_aligned_eng0181.1,225.4,177.5240828732823,1005.6246273566062,59.4,3.361547262794322,on
2_10_eng_aligned_eng0182.1,241.28571428571428,39.73962877579628,263.94928630711604,59.57142857142857,3.779644730092272,on
2_10_eng_aligned_eng0183.1,5.25,10.5,1901.9550008653873,57.0,1.4142135623730951,on
2_10_eng_aligned_eng0184.1,75.8,53.20359219284185,920.5697826292334,58.5,2.5055493963954847,on
2_10_eng_aligned_eng0188.1,67.85714285714286,54.2630278410281,1017.2747038263655,59.42857142857143,4.429339411136565,on
2_10_eng_aligned_eng0189.2,178.0,10.893423092245461,102.83427543209689,59.5,1.0,on
2_10_eng_aligned_eng0190.1,179.41666666666666,16.1045354048498,148.8133756406177,62.416666666666664,2.7122058561364044,on
2_10_eng_aligned_eng0192.2,181.5,20.506096654409877,185.31514408559096,65.0,2.8284271247461903,on
2_10_eng_aligned_eng0193.2,146.1818181818182,51.58452904082421,523.2396827813589,57.81818181818182,4.935953440181174,on
2_10_eng_aligned_eng0195.1,115.83333333333333,57.073344624848005,693.5317348150184,62.833333333333336,4.956477243634502,on
2_10_eng_aligned_eng0196.1,121.88,37.39130915065692,463.23000074565385,59.24,4.255192905928786,on
2_10_eng_aligned_eng0197.1,198.125,45.0886032480176,354.9755850788126,61.75,2.659215781283755,on
2_10_eng_aligned_eng0198.1,167.9090909090909,66.97530073908523,581.1246061620261,57.27272727272727,6.482143304354032,on
2_10_eng_aligned_eng0199.2,40.0,69.2820323027551,1739.9811761717951,51.0,6.557438524302,on
2_10_eng_aligned_eng0200.2,11.0,19.05255888325765,1739.981176171795,56.333333333333336,1.1547005383792515,on
2_10_eng_aligned_eng0203.1,128.0,40.340219797781636,474.28331510084604,58.285714285714285,3.903600291794133,on
2_10_eng_aligned_eng0204.1,87.3,52.573863383920255,816.0874187172623,56.3,3.2676869155073254,on
2_10_eng_aligned_eng0205.1,113.875,37.13080161498576,488.5835095975478,60.875,2.748376143938713,on
2_10_eng_aligned_eng0206.1,154.8,13.442470011125186,144.16375732048587,62.8,3.8987177379235853,on
2_10_eng_aligned_eng0208.1,48.5,65.66835869224488,1482.1274597720758,60.75,1.5,on
